,u,v,distance(m),street type,speed(km/h)
818,634783910,634783911,22.0,2,20.0
820,634783910,634783955,16.0,1,15.0
822,634783911,634783912,20.0,2,20.0
824,634783911,634783910,22.0,0,10.0
826,634783912,634783913,3.0,0,10.0
828,634783912,634783911,20.0,1,15.0
830,634783913,634783914,7.0,0,10.0
832,634783913,634783912,3.0,2,20.0
834,634783914,310728585,16.0,2,20.0
835,634783914,634783913,7.0,2,20.0
837,634783914,634784114,13.0,1,15.0
838,634783915,310728585,8.0,0,10.0
840,634783915,634783563,10.0,2,20.0
842,634783917,634783566,6.0,0,10.0
844,634783917,634783919,22.0,1,15.0
846,634783919,634783920,8.0,1,15.0
848,634783919,634783917,22.0,0,10.0
850,634783920,634783923,14.0,1,15.0
852,634783920,634783919,8.0,1,15.0
854,777783475,3218293552,39.0,1,15.0
855,777783475,777783313,13.0,0,10.0
856,634783937,634783938,9.0,1,15.0
858,634783937,634783578,42.0,1,15.0
859,634783937,634774998,38.0,1,15.0
860,634783938,634783939,7.0,0,10.0
862,634783938,634783937,9.0,1,15.0
864,634783939,634783940,8.0,0,10.0
866,634783939,634783938,7.0,2,20.0
868,634783940,634783941,8.0,1,15.0
870,634783940,634783939,8.0,2,20.0
872,634783941,634783940,8.0,1,15.0
874,634783941,1224831058,9.0,0,10.0
876,634783943,634783944,23.0,1,15.0
878,634783943,1224831058,8.0,1,15.0
880,634783944,634783945,6.0,2,20.0
882,634783944,634783943,23.0,2,20.0
884,634783945,634783946,3.0,1,15.0
886,634783945,634783944,6.0,2,20.0
888,634783946,634783947,12.0,2,20.0
890,634783946,634783945,3.0,0,10.0
892,634783947,634783948,14.0,2,20.0
894,634783947,634783946,12.0,2,20.0
896,634783948,634783949,13.0,2,20.0
898,634783948,634783947,14.0,1,15.0
900,634783949,634783950,13.0,1,15.0
902,634783949,634783948,13.0,0,10.0
904,634783950,634783951,15.0,2,20.0
906,634783950,634783949,13.0,0,10.0
908,634783951,634783952,12.0,0,10.0
910,634783951,634783950,15.0,1,15.0
912,634783952,634783953,12.0,2,20.0
914,634783952,634783951,12.0,1,15.0
916,634783953,634783954,3.0,0,10.0
918,634783953,634783952,12.0,2,20.0
920,634783954,634783955,5.0,1,15.0
922,634783954,634783953,3.0,1,15.0
924,634783955,634783910,16.0,2,20.0
926,634783955,634783954,5.0,2,20.0
928,107156490,1496246612,42.0,1,15.0
930,107156490,107156483,30.0,0,10.0
932,356124906,576840050,37.0,1,15.0
933,356124906,356125188,106.0,1,15.0
934,356124906,356125376,52.0,2,20.0
935,906234093,128891277,16.0,1,15.0
936,906234093,541122905,283.0,2,20.0
937,906234093,2384157684,134.0,1,15.0
938,906234095,3067843936,9.0,0,10.0
939,906234095,305909758,124.0,1,15.0
940,906234095,2384157684,191.0,0,10.0
941,777783546,777783548,13.0,1,15.0
942,777783546,777778401,18.0,1,15.0
943,777783548,777783546,13.0,1,15.0
944,777783548,777783313,56.0,1,15.0
945,634784023,634784034,40.0,1,15.0
946,634784023,634784030,55.0,1,15.0
947,634784023,634784024,9.0,1,15.0
948,634784024,634784033,40.0,2,20.0
949,634784024,634784025,54.0,2,20.0
950,634784024,634784023,9.0,0,10.0
951,634784025,634784024,54.0,1,15.0
952,634784025,634784032,13.0,0,10.0
953,634784025,634784030,9.0,1,15.0
954,634784030,634784023,55.0,1,15.0
955,634784030,634784031,13.0,0,10.0
956,634784030,634784025,9.0,1,15.0
957,634784031,634784030,13.0,0,10.0
958,634784031,709953306,3.0,2,20.0
959,634784031,634784032,9.0,1,15.0
960,634784032,634784025,13.0,1,15.0
961,634784032,634784031,9.0,2,20.0
962,634784032,634783578,28.0,0,10.0
963,634784033,310728585,19.0,1,15.0
964,634784033,634784024,40.0,1,15.0
965,634784033,634784034,9.0,1,15.0
966,634784034,310727784,40.0,1,15.0
967,634784034,634784023,40.0,0,10.0
968,634784034,634784033,9.0,0,10.0
969,266733877,266733883,35.0,0,10.0
971,266733877,266733899,50.0,1,15.0
972,266733877,588191349,58.0,1,15.0
973,266733883,266733899,35.0,1,15.0
975,266733883,266733877,35.0,2,20.0
977,356124993,269327967,66.0,2,20.0
978,356124993,356125087,107.0,1,15.0
979,266733899,266733883,35.0,1,15.0
981,266733899,588194333,5.0,1,15.0
982,266733899,266733877,50.0,0,10.0
983,575539547,575539863,84.0,1,15.0
985,575539547,576818194,92.0,1,15.0
986,575539547,2177831012,39.0,1,15.0
987,634784108,634784123,15.0,1,15.0
989,634784108,634784124,104.0,1,15.0
990,634784108,1224821965,23.0,2,20.0
991,634784114,1224821969,26.0,1,15.0
993,634784114,634784124,21.0,1,15.0
994,634784114,634783914,13.0,1,15.0
995,634784116,634784118,19.0,2,20.0
997,634784116,1224821969,16.0,1,15.0
999,634784118,634784119,10.0,2,20.0
1001,634784118,634784116,19.0,1,15.0
1003,634784119,634784120,17.0,1,15.0
1005,634784119,634784118,10.0,1,15.0
1007,634784120,634784121,16.0,2,20.0
1009,634784120,634784119,17.0,0,10.0
1011,634784121,634784122,20.0,2,20.0
1013,634784121,634784120,16.0,2,20.0
1015,634784122,634784123,15.0,0,10.0
1017,634784122,634784121,20.0,0,10.0
1019,634784123,634784108,15.0,2,20.0
1021,634784123,634784122,15.0,1,15.0
1023,634784124,634784114,21.0,1,15.0
1024,634784124,634784125,9.0,1,15.0
1025,634784124,634784108,104.0,0,10.0
1026,634784125,634784134,74.0,0,10.0
1027,634784125,310727784,27.0,1,15.0
1028,634784125,634784124,9.0,1,15.0
1029,634784134,634784125,74.0,2,20.0
1030,634784134,634784608,26.0,1,15.0
1031,128977294,113541129,40.0,0,10.0
1032,634784144,1560149546,4.0,0,10.0
1034,634784144,1560149575,30.0,1,15.0
1035,634784144,1560149552,77.0,0,10.0
1036,123079071,6167231026,101.0,0,10.0
1037,123079071,370285607,22.0,2,20.0
1038,123079071,633912912,12.0,0,10.0
1039,2346846623,233578163,50.0,0,10.0
1040,2346846623,2346846624,31.0,1,15.0
1041,2346846623,233578139,73.0,2,20.0
1042,2346846625,233578163,46.0,2,20.0
1043,2346846625,2346846629,49.0,1,15.0
1044,2346846624,2346846629,16.0,1,15.0
1045,2346846624,2346846623,31.0,0,10.0
1046,2346846624,2346846627,35.0,2,20.0
1047,95553961,95558982,14.0,1,15.0
1048,2346846629,2346846626,12.0,1,15.0
1049,2346846629,2346846624,16.0,2,20.0
1050,2346846629,2346846625,49.0,2,20.0
1051,2346846626,2346846629,12.0,0,10.0
1052,2346846627,2346846624,35.0,1,15.0
1053,634784173,634784174,10.0,1,15.0
1055,634784173,1560149536,46.0,1,15.0
1057,634784174,634784175,26.0,2,20.0
1059,634784174,634784173,10.0,2,20.0
1061,634784175,634784172,22.0,2,20.0
1063,634784175,634784174,26.0,0,10.0
1065,634784172,1271016045,1.0,1,15.0
1067,634784172,634784175,22.0,0,10.0
1069,634784169,1271016019,1.0,1,15.0
1071,634784169,253027667,168.0,0,10.0
1073,634784215,506050735,14.0,1,15.0
1076,634784215,6021320917,5.0,1,15.0
1079,332794352,2481930672,111.0,2,20.0
1080,332794352,244283340,87.0,2,20.0
1081,332794352,250480659,80.0,1,15.0
1082,6206786039,589402277,24.0,2,20.0
1083,6206786039,6206786040,17.0,1,15.0
1084,6206786040,26034672,52.0,1,15.0
1085,6206786040,6206786039,17.0,1,15.0
1086,634784251,6021320963,23.0,2,20.0
1089,634784251,1271016120,33.0,0,10.0
1090,634784251,1560149525,10.0,2,20.0
1092,332794361,2967254220,197.0,1,15.0
1093,332794361,332794364,73.0,1,15.0
1094,332794361,244283340,53.0,1,15.0
1095,356125188,356124906,106.0,2,20.0
1096,356125188,269335005,49.0,1,15.0
1097,356125188,575469226,27.0,1,15.0
1098,2279213588,5290706370,5.0,2,20.0
1099,2279213588,2189377528,12.0,2,20.0
1100,2279213588,5290706365,16.0,1,15.0
1101,356125211,356125287,58.0,2,20.0
1102,356125211,269335006,49.0,1,15.0
1103,30385484,30385496,82.0,2,20.0
1104,30385484,5959605036,37.0,0,10.0
1105,30385484,356088791,65.0,0,10.0
1106,30385484,30385487,100.0,2,20.0
1107,356125230,269335006,48.0,2,20.0
1108,356125230,912832679,103.0,2,20.0
1109,30385485,356088432,47.0,1,15.0
1110,30385485,356088983,59.0,1,15.0
1111,30385485,30385496,83.0,1,15.0
1112,30385485,30385495,117.0,1,15.0
1113,4056156756,4056156762,46.0,1,15.0
1114,4056156756,4056156761,45.0,1,15.0
1115,4056156756,4056156763,236.0,0,10.0
1116,4056156761,4056156756,45.0,2,20.0
1117,4056156762,4056156756,46.0,2,20.0
1118,4056156763,710016066,9.0,2,20.0
1119,4056156763,709951248,373.0,0,10.0
1120,4056156763,6197211404,9.0,2,20.0
1121,4056156763,4056156756,236.0,1,15.0
1122,30385486,1463656456,2.0,2,20.0
1123,30385486,1463620765,90.0,2,20.0
1124,30385486,1463620947,198.0,1,15.0
1125,266734181,4297530205,52.0,1,15.0
1126,266734181,248838949,110.0,1,15.0
1127,266734181,266734205,294.0,2,20.0
1128,266734181,4297530206,74.0,1,15.0
1129,356125287,356125397,51.0,0,10.0
1130,356125287,356125358,106.0,2,20.0
1131,266734205,767665017,7.0,1,15.0
1132,266734205,2810335202,196.0,1,15.0
1133,266734205,266734181,294.0,2,20.0
1134,266734205,767665024,7.0,0,10.0
1135,575539863,575538325,9.0,1,15.0
1137,575539863,575539547,84.0,1,15.0
1139,356125358,356124993,104.0,2,20.0
1140,356125358,356125287,106.0,0,10.0
1141,356125376,356125358,51.0,2,20.0
1142,356125376,3144850719,47.0,1,15.0
1143,266734280,4283908135,23.0,1,15.0
1144,266734280,417273054,158.0,1,15.0
1145,2086406859,356452831,79.0,1,15.0
1146,2086406859,934024695,96.0,2,20.0
1147,356125397,3144850717,14.0,1,15.0
1148,356125397,3144850719,59.0,1,15.0
1149,2789608266,4071090486,24.0,2,20.0
1150,2789608266,2789608267,30.0,2,20.0
1151,2789608266,440506809,29.0,0,10.0
1152,2789608267,2789608266,30.0,1,15.0
1153,634784607,634777949,7.0,1,15.0
1154,634784607,710034817,4.0,1,15.0
1155,634784608,634777956,6.0,0,10.0
1156,634784608,634784607,12.0,1,15.0
1157,634784608,634777950,7.0,1,15.0
1158,844499869,844501003,5.0,1,15.0
1159,844499869,844499874,36.0,0,10.0
1161,844499874,758610654,8.0,1,15.0
1162,844499874,844499869,36.0,1,15.0
1164,95554473,137148242,213.0,1,15.0
1165,95554473,86674159,497.0,2,20.0
1166,95554473,251083833,41.0,1,15.0
1167,95554479,95559042,29.0,1,15.0
1168,95554479,95558204,146.0,1,15.0
1169,95554479,95562831,244.0,1,15.0
1170,2879917017,2879917028,20.0,1,15.0
1173,2879917017,2885195904,8.0,1,15.0
1174,2879917028,2879917017,20.0,1,15.0
1177,2879917028,2885198474,8.0,2,20.0
1178,634784746,634777700,3.0,1,15.0
1179,634784746,60653731,4.0,1,15.0
1180,634784746,634777165,14.0,2,20.0
1181,634784747,4236838307,4.0,0,10.0
1182,634784747,441587780,4.0,1,15.0
1183,634784747,634777173,14.0,2,20.0
1184,2894990347,3743608248,9.0,1,15.0
1185,2894990347,589805478,6.0,2,20.0
1186,2894990347,589803751,13.0,0,10.0
1187,777915430,1283629001,10.0,1,15.0
1188,777915430,1283628974,75.0,2,20.0
1189,122817581,60072264,8.0,1,15.0
1190,122817581,589704716,8.0,1,15.0
1191,2090732592,4309902215,18.0,1,15.0
1192,2090732592,233262488,55.0,2,20.0
1193,2090732592,302571407,53.0,0,10.0
1194,2090732593,364850701,155.0,0,10.0
1195,2090732593,364850695,29.0,0,10.0
1196,2090732593,2090732595,21.0,0,10.0
1197,2090732594,224750302,210.0,1,15.0
1198,2090732594,4297530222,39.0,2,20.0
1199,2090732594,2090732596,53.0,2,20.0
1200,2090732595,2090732593,21.0,0,10.0
1201,2090732596,2090732594,53.0,1,15.0
1202,443288634,443288635,45.0,2,20.0
1204,443288634,250933585,44.0,0,10.0
1205,443288635,250933584,39.0,1,15.0
1206,443288635,443288634,45.0,1,15.0
1208,443288643,250933584,85.0,1,15.0
1209,443288643,443288645,60.0,2,20.0
1210,443288645,443288643,60.0,1,15.0
1211,122817608,3947038103,20.0,1,15.0
1212,122817608,589763842,4.0,1,15.0
1213,122817608,3743608254,4.0,1,15.0
1214,595594344,6167236674,9.0,1,15.0
1215,595594344,595594345,27.0,1,15.0
1216,595594345,6167236675,9.0,2,20.0
1217,595594345,6207022858,12.0,1,15.0
1218,595594346,6167236676,8.0,1,15.0
1219,595594346,6207022860,8.0,1,15.0
1220,595594347,6167236677,7.0,1,15.0
1221,595594347,595594348,17.0,1,15.0
1222,595594348,6167344540,4.0,2,20.0
1223,595594348,26034670,13.0,0,10.0
1224,595594349,6167236679,8.0,0,10.0
1225,595594349,595594350,36.0,1,15.0
1226,595594350,6167236680,9.0,1,15.0
1227,595594350,595594351,78.0,1,15.0
1228,595594351,6167236681,9.0,2,20.0
1229,595594351,6167344517,64.0,1,15.0
1230,595594352,26034669,12.0,1,15.0
1231,595594352,6167344378,7.0,0,10.0
1232,595594353,6167236684,8.0,0,10.0
1233,595594353,595594354,39.0,1,15.0
1234,595594354,6167236685,8.0,1,15.0
1235,595594354,4544002876,43.0,1,15.0
1236,595594355,6167236686,8.0,1,15.0
1237,595594355,6167265883,46.0,0,10.0
1238,595594357,4544035096,43.0,1,15.0
1239,595594360,6167236695,9.0,0,10.0
1240,595594360,595594361,40.0,1,15.0
1241,595594361,6167236696,9.0,1,15.0
1242,595594361,131221744,12.0,1,15.0
1243,595594361,595594362,44.0,1,15.0
1244,595594362,595594363,17.0,2,20.0
1245,595594363,6167231033,9.0,1,15.0
1246,595594363,6167489445,22.0,1,15.0
1247,595594365,6167231031,9.0,0,10.0
1248,595594365,6167152987,84.0,0,10.0
1249,595594366,6167231028,10.0,1,15.0
1250,595594366,4520380525,4.0,1,15.0
1251,595594367,6167231026,9.0,1,15.0
1252,595594367,634783845,102.0,0,10.0
1253,595594369,123087089,56.0,2,20.0
1254,595594369,3158860634,12.0,0,10.0
1255,595594369,595594370,32.0,1,15.0
1256,595594370,6167231024,10.0,2,20.0
1257,595594370,595594371,14.0,0,10.0
1258,595594371,26034526,12.0,2,20.0
1259,595594371,2850399839,78.0,1,15.0
1260,122817669,589759812,4.0,0,10.0
1261,122817669,760180220,5.0,1,15.0
1262,122817669,310957028,11.0,2,20.0
1263,5406797164,496572520,14.0,1,15.0
1264,5406797164,5406797158,114.0,2,20.0
1265,5406797164,496572522,20.0,1,15.0
1266,2399276232,2400289298,22.0,0,10.0
1267,2399276232,2399276234,34.0,0,10.0
1268,2399276234,2399276232,34.0,1,15.0
1269,6215568586,6215568585,7.0,1,15.0
1271,6215568586,582560120,49.0,1,15.0
1272,6215568586,582563607,21.0,0,10.0
1273,6215568585,5402876203,5.0,1,15.0
1275,6215568585,6215568586,7.0,0,10.0
1277,4330491092,579380269,59.0,1,15.0
1278,4330491092,579380060,58.0,2,20.0
1281,1112411372,1112411377,9.0,0,10.0
1282,1112411372,1112411389,7.0,0,10.0
1283,1112411372,130042868,21.0,2,20.0
1284,1112411377,1112411372,9.0,1,15.0
1285,1112411377,130043042,22.0,0,10.0
1286,1112411377,3790949324,243.0,0,10.0
1287,1112411389,3222652697,20.0,0,10.0
1288,1112411389,3222652695,21.0,1,15.0
1289,1112411389,1112411372,7.0,1,15.0
1290,1112411389,1112411413,23.0,0,10.0
1291,259132670,4520380447,267.0,1,15.0
1292,259132670,591407871,266.0,1,15.0
1293,259132676,3112130619,85.0,1,15.0
1294,1112411413,130043040,7.0,2,20.0
1295,1112411413,1112411389,23.0,1,15.0
1296,1112411413,3326880164,11.0,2,20.0
1297,1112411443,30942440,44.0,1,15.0
1298,1112411443,702351321,118.0,1,15.0
1299,1112411443,30942488,21.0,2,20.0
1300,581700917,581755097,65.0,0,10.0
1301,581700917,581758996,733.0,2,20.0
1302,581700917,581718875,1451.0,1,15.0
1303,259132727,2264456709,2.0,1,15.0
1304,35523904,283334269,32.0,2,20.0
1305,35523904,1686719046,14.0,2,20.0
1306,35523908,1283629001,28.0,0,10.0
1307,710020423,710020426,8.0,1,15.0
1309,710020423,710033525,10.0,1,15.0
1311,710020426,506049860,26.0,2,20.0
1313,710020426,710020423,8.0,0,10.0
1315,35523916,777906400,12.0,1,15.0
1316,35523916,4326586177,12.0,0,10.0
1317,35523917,53133031,62.0,0,10.0
1318,35523917,1833120526,8.0,1,15.0
1319,35523921,52599866,43.0,0,10.0
1320,35523921,777807061,33.0,1,15.0
1321,35523921,576757225,43.0,2,20.0
1322,260907229,260907254,143.0,0,10.0
1323,598347137,598347138,5.0,0,10.0
1325,598347137,1327098219,2.0,1,15.0
1326,598347137,598347148,36.0,1,15.0
1327,598347138,598347140,2.0,1,15.0
1329,598347138,598347137,5.0,2,20.0
1331,598347140,598347143,12.0,1,15.0
1333,598347140,598347138,2.0,0,10.0
1335,598347143,598347145,11.0,1,15.0
1337,598347143,598347140,12.0,2,20.0
1339,598347145,598347146,5.0,2,20.0
1341,598347145,598347143,11.0,1,15.0
1343,598347146,598347148,9.0,1,15.0
1345,598347146,598347145,5.0,1,15.0
1347,598347148,598347146,9.0,1,15.0
1349,598347148,598347137,36.0,1,15.0
1350,598347148,598401578,30.0,0,10.0
1351,711331285,703557071,69.0,0,10.0
1352,711331285,711331302,11.0,0,10.0
1354,711331285,711331300,6.0,2,20.0
1355,260907254,260907259,56.0,1,15.0
1356,260907254,260907255,112.0,2,20.0
1357,260907255,250933628,11.0,0,10.0
1358,260907255,260907218,129.0,1,15.0
1359,260907255,260907254,112.0,1,15.0
1360,711331300,711331301,11.0,1,15.0
1362,711331300,703556754,69.0,0,10.0
1363,711331300,711331285,6.0,1,15.0
1364,711331301,711331300,11.0,0,10.0
1366,711331301,711331302,6.0,0,10.0
1367,711331301,703556755,85.0,1,15.0
1368,711331302,711331285,11.0,1,15.0
1370,711331302,711331301,6.0,1,15.0
1371,711331302,703557070,85.0,1,15.0
1372,260907257,260907259,62.0,1,15.0
1373,711331304,703556753,69.0,2,20.0
1374,711331304,711331314,11.0,0,10.0
1376,711331304,711331316,7.0,1,15.0
1377,260907259,260907257,62.0,1,15.0
1378,260907259,260907223,75.0,1,15.0
1379,711331314,711331304,11.0,0,10.0
1381,711331314,711331315,7.0,0,10.0
1382,711331314,703556756,85.0,0,10.0
1383,711331315,711331316,11.0,0,10.0
1385,711331315,711331314,7.0,1,15.0
1386,711331315,703556751,85.0,0,10.0
1387,711331316,711331315,11.0,0,10.0
1389,711331316,703556750,69.0,2,20.0
1390,711331316,711331304,7.0,1,15.0
1391,711331318,711331334,11.0,1,15.0
1393,711331318,711331332,7.0,2,20.0
1394,711331318,703556752,85.0,0,10.0
1395,35524093,53132183,92.0,2,20.0
1396,35524093,1994687844,16.0,2,20.0
1397,35524096,35524350,118.0,1,15.0
1398,711331332,711331333,11.0,1,15.0
1400,711331332,711331318,7.0,1,15.0
1401,711331332,703556746,84.0,2,20.0
1402,711331333,703556747,68.0,2,20.0
1403,711331333,711331332,11.0,1,15.0
1405,711331333,711331334,7.0,1,15.0
1406,711331334,703556749,68.0,1,15.0
1407,711331334,711331318,11.0,1,15.0
1409,711331334,711331333,7.0,0,10.0
1410,711331337,711331362,11.0,1,15.0
1412,711331337,711331339,6.0,2,20.0
1413,711331337,703556745,84.0,2,20.0
1414,581701129,581703514,948.0,0,10.0
1415,711331339,711331361,11.0,0,10.0
1417,711331339,711331337,6.0,1,15.0
1418,711331339,703556743,85.0,0,10.0
1419,711331361,703556744,68.0,1,15.0
1420,711331361,711331339,11.0,2,20.0
1422,711331361,711331362,6.0,1,15.0
1423,711331362,711331337,11.0,2,20.0
1425,711331362,703556748,68.0,2,20.0
1426,711331362,711331361,6.0,0,10.0
1427,1449266721,1449266752,4.0,1,15.0
1428,1449266721,1449266778,19.0,1,15.0
1429,1449266727,1449266782,114.0,1,15.0
1430,1449266723,1445498767,11.0,1,15.0
1432,1449266723,1449266842,1.0,0,10.0
1433,1449266723,1449266757,40.0,2,20.0
1434,1449266733,1449285248,12.0,1,15.0
1435,1449266733,2302923329,9.0,1,15.0
1436,711331374,711331402,12.0,2,20.0
1438,711331374,703557072,68.0,1,15.0
1439,711331374,711331461,6.0,2,20.0
1440,1449266728,1449266736,16.0,1,15.0
1441,1449266728,1449308639,7.0,1,15.0
1442,1449266736,370750444,39.0,1,15.0
1443,1449266736,1449316577,33.0,2,20.0
1444,1449266740,1449266751,2.0,0,10.0
1445,1449266740,1449266794,5.0,1,15.0
1446,1449266740,1449266839,1.0,1,15.0
1447,1449266740,1449266826,24.0,0,10.0
1448,387700302,664378462,8.0,2,20.0
1450,387700302,664378915,84.0,2,20.0
1451,387700302,847533460,4.0,0,10.0
1452,1449266750,1449308531,26.0,1,15.0
1453,277089855,1713460557,13.0,0,10.0
1454,1449266752,1449266763,18.0,1,15.0
1455,1449266752,1449266817,93.0,0,10.0
1456,387700304,664378846,2.0,1,15.0
1458,387700304,664378732,1.0,1,15.0
1460,1449266751,1449266740,2.0,1,15.0
1461,1449266751,1449266823,5.0,1,15.0
1463,1449266751,1449266790,1.0,0,10.0
1464,1449266757,1445498748,3.0,1,15.0
1466,1449266757,1449266786,2.0,0,10.0
1467,1449266757,1449266723,40.0,1,15.0
1468,711331400,711331401,13.0,1,15.0
1470,711331400,711331461,8.0,1,15.0
1472,711331400,711331436,31.0,1,15.0
1474,711331401,711332926,8.0,2,20.0
1476,711331401,711331400,13.0,0,10.0
1478,711331401,711331418,35.0,1,15.0
1480,711331402,711331374,12.0,2,20.0
1482,711331402,711332926,6.0,2,20.0
1483,711331402,703557073,84.0,2,20.0
1484,2190478922,4326586216,6.0,1,15.0
1485,2190478922,6167191167,5.0,0,10.0
1486,2190478924,6167441070,5.0,0,10.0
1487,2190478924,4326586217,4.0,1,15.0
1488,2190478926,6167417946,3.0,1,15.0
1489,2190478926,4326586206,6.0,0,10.0
1490,2190478928,4326586221,5.0,0,10.0
1491,2190478928,6167191729,9.0,2,20.0
1492,2190478930,4326586213,5.0,1,15.0
